ngay,ngan_hang,loai_giao_dich,tong_giao_dich,thanh_cong,that_bai,tong_so_tien,sr_phan_tram
2026-06-08 00:00:00,ACB,Thanh toán,3447,3408,39,553719,98.9
2026-06-08 00:00:00,ACB,Nạp Tiền,1384,1360,24,262951,98.3
2026-06-08 00:00:00,ACB,Rút tiền,925,891,34,342774,96.3
2026-06-08 00:00:00,ACB,Chuyển tiền,777,742,35,662671,95.5
2026-06-08 00:00:00,Sacombank,Thanh toán,2162,2008,154,345293,92.9
2026-06-08 00:00:00,Sacombank,Nạp Tiền,841,795,46,182920,94.5
2026-06-08 00:00:00,Sacombank,Rút tiền,494,466,28,164560,94.3
2026-06-08 00:00:00,Sacombank,Chuyển tiền,457,421,36,333754,92.1
2026-06-08 00:00:00,TPBank,Thanh toán,1973,1950,23,271799,98.8
2026-06-08 00:00:00,TPBank,Nạp Tiền,743,735,8,143593,98.9
2026-06-08 00:00:00,TPBank,Rút tiền,418,415,3,133151,99.3
2026-06-08 00:00:00,TPBank,Chuyển tiền,436,429,7,341475,98.4
2026-06-08 00:00:00,Agribank,Thanh toán,1374,1300,74,203077,94.6
2026-06-08 00:00:00,Agribank,Nạp Tiền,542,510,32,101617,94.1
2026-06-08 00:00:00,Agribank,Rút tiền,340,322,18,110637,94.7
2026-06-08 00:00:00,Agribank,Chuyển tiền,338,321,17,256652,95.0
2026-06-09 00:00:00,Vietcombank,Thanh toán,8194,7932,262,1323194,96.8
2026-06-09 00:00:00,Vietcombank,Nạp Tiền,3005,2869,136,574529,95.5
2026-06-09 00:00:00,Vietcombank,Rút tiền,1864,1800,64,671013,96.6
2026-06-09 00:00:00,Vietcombank,Chuyển tiền,1925,1839,86,1692178,95.5
2026-06-09 00:00:00,Techcombank,Thanh toán,6173,6067,106,1016582,98.3
2026-06-09 00:00:00,Techcombank,Nạp Tiền,2226,2167,59,470258,97.3
2026-06-09 00:00:00,Techcombank,Rút tiền,1416,1397,19,495837,98.7
2026-06-09 00:00:00,Techcombank,Chuyển tiền,1325,1275,50,959525,96.2
2026-06-09 00:00:00,MB Bank,Thanh toán,6000,5835,165,971237,97.2
2026-06-09 00:00:00,MB Bank,Nạp Tiền,2103,2035,68,461947,96.8
2026-06-09 00:00:00,MB Bank,Rút tiền,1409,1376,33,501433,97.7
2026-06-09 00:00:00,MB Bank,Chuyển tiền,1235,1223,12,908986,99.0
2026-06-09 00:00:00,VietinBank,Thanh toán,5302,4953,349,800658,93.4
2026-06-09 00:00:00,VietinBank,Nạp Tiền,1712,1626,86,373065,95.0
2026-06-09 00:00:00,VietinBank,Rút tiền,1241,1182,59,460184,95.2
2026-06-09 00:00:00,VietinBank,Chuyển tiền,1101,1046,55,967390,95.0
2026-06-09 00:00:00,BIDV,Thanh toán,4352,4105,247,664879,94.3
2026-06-09 00:00:00,BIDV,Nạp Tiền,1701,1642,59,308099,96.5
2026-06-09 00:00:00,BIDV,Rút tiền,1077,1041,36,381745,96.7
2026-06-09 00:00:00,BIDV,Chuyển tiền,1055,1014,41,900834,96.1
2026-06-09 00:00:00,VPBank,Thanh toán,4299,4137,162,603006,96.2
2026-06-09 00:00:00,VPBank,Nạp Tiền,1389,1318,71,262944,94.9
2026-06-09 00:00:00,VPBank,Rút tiền,953,902,51,332081,94.6
2026-06-09 00:00:00,VPBank,Chuyển tiền,912,883,29,686037,96.8
2026-06-09 00:00:00,ACB,Thanh toán,3549,3443,106,498009,97.0
2026-06-09 00:00:00,ACB,Nạp Tiền,1447,1426,21,279189,98.5
2026-06-09 00:00:00,ACB,Rút tiền,812,783,29,295834,96.4
2026-06-09 00:00:00,ACB,Chuyển tiền,782,765,17,668951,97.8
2026-06-09 00:00:00,Sacombank,Thanh toán,2235,2132,103,326774,95.4
2026-06-09 00:00:00,Sacombank,Nạp Tiền,847,798,49,163862,94.2
2026-06-09 00:00:00,Sacombank,Rút tiền,525,488,37,171163,93.0
2026-06-09 00:00:00,Sacombank,Chuyển tiền,503,475,28,439474,94.4
2026-06-09 00:00:00,TPBank,Thanh toán,1908,1849,59,313030,96.9
2026-06-09 00:00:00,TPBank,Nạp Tiền,723,716,7,147888,99.0
2026-06-09 00:00:00,TPBank,Rút tiền,458,445,13,163151,97.2
2026-06-09 00:00:00,TPBank,Chuyển tiền,403,391,12,337487,97.0
2026-06-09 00:00:00,Agribank,Thanh toán,1442,1354,88,226199,93.9
2026-06-09 00:00:00,Agribank,Nạp Tiền,570,540,30,125269,94.7
2026-06-09 00:00:00,Agribank,Rút tiền,359,336,23,128223,93.6
2026-06-09 00:00:00,Agribank,Chuyển tiền,338,317,21,273944,93.8
2026-06-10 00:00:00,Vietcombank,Thanh toán,8606,8238,368,1354242,95.7
2026-06-10 00:00:00,Vietcombank,Nạp Tiền,2881,2776,105,555401,96.4
2026-06-10 00:00:00,Vietcombank,Rút tiền,1839,1798,41,665537,97.8
2026-06-10 00:00:00,Vietcombank,Chuyển tiền,1827,1756,71,1392966,96.1
2026-06-10 00:00:00,Techcombank,Thanh toán,5872,5753,119,854460,98.0
2026-06-10 00:00:00,Techcombank,Nạp Tiền,2098,2057,41,381680,98.0
2026-06-10 00:00:00,Techcombank,Rút tiền,1440,1413,27,551285,98.1
2026-06-10 00:00:00,Techcombank,Chuyển tiền,1331,1289,42,1038970,96.8
2026-06-10 00:00:00,MB Bank,Thanh toán,5948,5813,135,950872,97.7
2026-06-10 00:00:00,MB Bank,Nạp Tiền,2255,2222,33,467881,98.5
2026-06-10 00:00:00,MB Bank,Rút tiền,1315,1288,27,487790,97.9
2026-06-10 00:00:00,MB Bank,Chuyển tiền,1184,1148,36,912857,97.0
2026-06-10 00:00:00,VietinBank,Thanh toán,4737,4402,335,663668,92.9
2026-06-10 00:00:00,VietinBank,Nạp Tiền,1876,1748,128,343308,93.2
2026-06-10 00:00:00,VietinBank,Rút tiền,1117,1047,70,428893,93.7
2026-06-10 00:00:00,VietinBank,Chuyển tiền,1134,1070,64,894739,94.4
2026-06-10 00:00:00,BIDV,Thanh toán,4844,4568,276,783238,94.3
2026-06-10 00:00:00,BIDV,Nạp Tiền,1598,1501,97,308803,93.9
2026-06-10 00:00:00,BIDV,Rút tiền,1035,984,51,366170,95.1
2026-06-10 00:00:00,BIDV,Chuyển tiền,1049,987,62,802530,94.1
2026-06-10 00:00:00,VPBank,Thanh toán,4038,3832,206,592726,94.9
2026-06-10 00:00:00,VPBank,Nạp Tiền,1520,1476,44,282938,97.1
2026-06-10 00:00:00,VPBank,Rút tiền,989,936,53,317601,94.6
2026-06-10 00:00:00,VPBank,Chuyển tiền,950,900,50,687911,94.7
2026-06-10 00:00:00,ACB,Thanh toán,3590,3515,75,589879,97.9
2026-06-10 00:00:00,ACB,Nạp Tiền,1363,1343,20,262151,98.5
2026-06-10 00:00:00,ACB,Rút tiền,908,885,23,342898,97.5
2026-06-10 00:00:00,ACB,Chuyển tiền,813,779,34,656139,95.8
2026-06-10 00:00:00,Sacombank,Thanh toán,2143,1961,182,313828,91.5
2026-06-10 00:00:00,Sacombank,Nạp Tiền,793,727,66,151091,91.7
2026-06-10 00:00:00,Sacombank,Rút tiền,543,495,48,202862,91.2
2026-06-10 00:00:00,Sacombank,Chuyển tiền,520,468,52,436985,90.0
2026-06-10 00:00:00,TPBank,Thanh toán,1795,1735,60,260838,96.7
2026-06-10 00:00:00,TPBank,Nạp Tiền,704,687,17,148021,97.6
2026-06-10 00:00:00,TPBank,Rút tiền,442,433,9,165244,98.0
2026-06-10 00:00:00,TPBank,Chuyển tiền,447,434,13,360139,97.1
2026-06-10 00:00:00,Agribank,Thanh toán,1588,1529,59,241664,96.3
2026-06-10 00:00:00,Agribank,Nạp Tiền,527,500,27,96524,94.9
2026-06-10 00:00:00,Agribank,Rút tiền,377,361,16,132005,95.8
2026-06-10 00:00:00,Agribank,Chuyển tiền,332,317,15,275030,95.5
2026-06-11 00:00:00,Vietcombank,Thanh toán,8860,8483,377,1448411,95.7
2026-06-11 00:00:00,Vietcombank,Nạp Tiền,2989,2864,125,655711,95.8
2026-06-11 00:00:00,Vietcombank,Rút tiền,1902,1859,43,615930,97.7
2026-06-11 00:00:00,Vietcombank,Chuyển tiền,1872,1779,93,1552449,95.0
2026-06-11 00:00:00,Techcombank,Thanh toán,5823,5758,65,895675,98.9
2026-06-11 00:00:00,Techcombank,Nạp Tiền,2347,2269,78,507966,96.7
2026-06-11 00:00:00,Techcombank,Rút tiền,1534,1474,60,524884,96.1
2026-06-11 00:00:00,Techcombank,Chuyển tiền,1327,1288,39,1137318,97.1
2026-06-11 00:00:00,MB Bank,Thanh toán,5921,5801,120,954488,98.0
2026-06-11 00:00:00,MB Bank,Nạp Tiền,2279,2242,37,481478,98.4
2026-06-11 00:00:00,MB Bank,Rút tiền,1302,1274,28,423636,97.8
2026-06-11 00:00:00,MB Bank,Chuyển tiền,1326,1297,29,1159418,97.8
2026-06-11 00:00:00,VietinBank,Thanh toán,4732,4518,214,718698,95.5
2026-06-11 00:00:00,VietinBank,Nạp Tiền,1735,1649,86,372502,95.0
2026-06-11 00:00:00,VietinBank,Rút tiền,1182,1127,55,394184,95.3
2026-06-11 00:00:00,VietinBank,Chuyển tiền,1178,1103,75,962937,93.6
2026-06-11 00:00:00,BIDV,Thanh toán,4213,3974,239,619686,94.3
2026-06-11 00:00:00,BIDV,Nạp Tiền,1723,1618,105,371449,93.9
2026-06-11 00:00:00,BIDV,Rút tiền,1071,1027,44,341060,95.9
2026-06-11 00:00:00,BIDV,Chuyển tiền,1032,991,41,891157,96.0
2026-06-11 00:00:00,VPBank,Thanh toán,3815,3648,167,605858,95.6
2026-06-11 00:00:00,VPBank,Nạp Tiền,1459,1392,67,291310,95.4
2026-06-11 00:00:00,VPBank,Rút tiền,922,899,23,305142,97.5
2026-06-11 00:00:00,VPBank,Chuyển tiền,904,877,27,714971,97.0
2026-06-11 00:00:00,ACB,Thanh toán,3744,3625,119,552251,96.8
2026-06-11 00:00:00,ACB,Nạp Tiền,1407,1354,53,278119,96.2
2026-06-11 00:00:00,ACB,Rút tiền,911,895,16,335397,98.2
2026-06-11 00:00:00,ACB,Chuyển tiền,841,824,17,674854,98.0
2026-06-11 00:00:00,Sacombank,Thanh toán,2130,1930,200,332891,90.6
2026-06-11 00:00:00,Sacombank,Nạp Tiền,849,771,78,181729,90.8
2026-06-11 00:00:00,Sacombank,Rút tiền,556,503,53,182642,90.5
2026-06-11 00:00:00,Sacombank,Chuyển tiền,473,437,36,359441,92.4
2026-06-11 00:00:00,TPBank,Thanh toán,1979,1911,68,288560,96.6
2026-06-11 00:00:00,TPBank,Nạp Tiền,660,642,18,140540,97.3
2026-06-11 00:00:00,TPBank,Rút tiền,477,466,11,181076,97.7
2026-06-11 00:00:00,TPBank,Chuyển tiền,384,371,13,306511,96.6
2026-06-11 00:00:00,Agribank,Thanh toán,1481,1393,88,238610,94.1
2026-06-11 00:00:00,Agribank,Nạp Tiền,572,544,28,110836,95.1
2026-06-11 00:00:00,Agribank,Rút tiền,376,362,14,138152,96.3
2026-06-11 00:00:00,Agribank,Chuyển tiền,343,320,23,248466,93.3
2026-06-12 00:00:00,Vietcombank,Thanh toán,7691,7367,324,1170322,95.8
2026-06-12 00:00:00,Vietcombank,Nạp Tiền,2869,2808,61,590713,97.9
2026-06-12 00:00:00,Vietcombank,Rút tiền,1899,1825,74,652620,96.1
2026-06-12 00:00:00,Vietcombank,Chuyển tiền,1666,1623,43,1457320,97.4
2026-06-12 00:00:00,Techcombank,Thanh toán,6315,6058,257,1025211,95.9
2026-06-12 00:00:00,Techcombank,Nạp Tiền,2374,2289,85,503370,96.4
2026-06-12 00:00:00,Techcombank,Rút tiền,1385,1339,46,514328,96.7
2026-06-12 00:00:00,Techcombank,Chuyển tiền,1304,1272,32,1086882,97.5
2026-06-12 00:00:00,MB Bank,Thanh toán,5670,5549,121,829488,97.9
2026-06-12 00:00:00,MB Bank,Nạp Tiền,2138,2095,43,403501,98.0
2026-06-12 00:00:00,MB Bank,Rút tiền,1351,1333,18,503520,98.7
2026-06-12 00:00:00,MB Bank,Chuyển tiền,1277,1250,27,920941,97.9
2026-06-12 00:00:00,VietinBank,Thanh toán,5308,5074,234,850242,95.6
2026-06-12 00:00:00,VietinBank,Nạp Tiền,1971,1865,106,402797,94.6
2026-06-12 00:00:00,VietinBank,Rút tiền,1170,1109,61,408004,94.8
2026-06-12 00:00:00,VietinBank,Chuyển tiền,1097,1044,53,902277,95.2
2026-06-12 00:00:00,BIDV,Thanh toán,4458,4217,241,696931,94.6
2026-06-12 00:00:00,BIDV,Nạp Tiền,1670,1576,94,335155,94.4
2026-06-12 00:00:00,BIDV,Rút tiền,1048,1011,37,389206,96.5
2026-06-12 00:00:00,BIDV,Chuyển tiền,1064,1006,58,820486,94.5
2026-06-12 00:00:00,VPBank,Thanh toán,3938,3811,127,609059,96.8
2026-06-12 00:00:00,VPBank,Nạp Tiền,1455,1388,67,286260,95.4
2026-06-12 00:00:00,VPBank,Rút tiền,996,964,32,354388,96.8
2026-06-12 00:00:00,VPBank,Chuyển tiền,876,833,43,730705,95.1
2026-06-12 00:00:00,ACB,Thanh toán,3963,3880,83,591565,97.9
2026-06-12 00:00:00,ACB,Nạp Tiền,1413,1372,41,271307,97.1
2026-06-12 00:00:00,ACB,Rút tiền,850,837,13,319901,98.5
2026-06-12 00:00:00,ACB,Chuyển tiền,792,763,29,629897,96.3
2026-06-12 00:00:00,Sacombank,Thanh toán,2181,2019,162,331012,92.6
2026-06-12 00:00:00,Sacombank,Nạp Tiền,792,738,54,171059,93.2
2026-06-12 00:00:00,Sacombank,Rút tiền,567,514,53,192706,90.7
2026-06-12 00:00:00,Sacombank,Chuyển tiền,487,444,43,419742,91.2
2026-06-12 00:00:00,TPBank,Thanh toán,1936,1881,55,278438,97.2
2026-06-12 00:00:00,TPBank,Nạp Tiền,743,719,24,135335,96.8
2026-06-12 00:00:00,TPBank,Rút tiền,422,413,9,138676,97.9
2026-06-12 00:00:00,TPBank,Chuyển tiền,396,390,6,309302,98.5
2026-06-12 00:00:00,Agribank,Thanh toán,1443,1367,76,232504,94.7
2026-06-12 00:00:00,Agribank,Nạp Tiền,516,485,31,97014,94.0
2026-06-12 00:00:00,Agribank,Rút tiền,349,337,12,131747,96.6
2026-06-12 00:00:00,Agribank,Chuyển tiền,328,306,22,281418,93.3
2026-06-13 00:00:00,Vietcombank,Thanh toán,5118,4997,121,765793,97.6
2026-06-13 00:00:00,Vietcombank,Nạp Tiền,1884,1813,71,343491,96.2
2026-06-13 00:00:00,Vietcombank,Rút tiền,1281,1231,50,471771,96.1
2026-06-13 00:00:00,Vietcombank,Chuyển tiền,1120,1081,39,834791,96.5
2026-06-13 00:00:00,Techcombank,Thanh toán,3741,3602,139,553710,96.3
2026-06-13 00:00:00,Techcombank,Nạp Tiền,1437,1395,42,314147,97.1
2026-06-13 00:00:00,Techcombank,Rút tiền,961,922,39,338622,95.9
2026-06-13 00:00:00,Techcombank,Chuyển tiền,891,875,16,768684,98.2
2026-06-13 00:00:00,MB Bank,Thanh toán,4046,3932,114,628353,97.2
2026-06-13 00:00:00,MB Bank,Nạp Tiền,1434,1417,17,271098,98.8
2026-06-13 00:00:00,MB Bank,Rút tiền,916,893,23,295125,97.5
2026-06-13 00:00:00,MB Bank,Chuyển tiền,892,873,19,666077,97.9
2026-06-13 00:00:00,VietinBank,Thanh toán,3056,2860,196,439223,93.6
2026-06-13 00:00:00,VietinBank,Nạp Tiền,1280,1207,73,257234,94.3
2026-06-13 00:00:00,VietinBank,Rút tiền,767,731,36,295051,95.3
2026-06-13 00:00:00,VietinBank,Chuyển tiền,699,665,34,558101,95.1
2026-06-13 00:00:00,BIDV,Thanh toán,3098,2923,175,506344,94.4
2026-06-13 00:00:00,BIDV,Nạp Tiền,1090,1023,67,205980,93.9
2026-06-13 00:00:00,BIDV,Rút tiền,658,621,37,208279,94.4
2026-06-13 00:00:00,BIDV,Chuyển tiền,656,615,41,510797,93.8
2026-06-13 00:00:00,VPBank,Thanh toán,2800,2715,85,409516,97.0
2026-06-13 00:00:00,VPBank,Nạp Tiền,962,932,30,197138,96.9
2026-06-13 00:00:00,VPBank,Rút tiền,659,643,16,238121,97.6
2026-06-13 00:00:00,VPBank,Chuyển tiền,622,601,21,452640,96.6
2026-06-13 00:00:00,ACB,Thanh toán,2279,2216,63,333662,97.2
2026-06-13 00:00:00,ACB,Nạp Tiền,947,916,31,197046,96.7
2026-06-13 00:00:00,ACB,Rút tiền,551,540,11,197876,98.0
2026-06-13 00:00:00,ACB,Chuyển tiền,522,505,17,384273,96.7
2026-06-13 00:00:00,Sacombank,Thanh toán,1465,1336,129,224392,91.2
2026-06-13 00:00:00,Sacombank,Nạp Tiền,501,459,42,108188,91.6
2026-06-13 00:00:00,Sacombank,Rút tiền,347,321,26,112164,92.5
2026-06-13 00:00:00,Sacombank,Chuyển tiền,297,274,23,237492,92.3
2026-06-13 00:00:00,TPBank,Thanh toán,1290,1251,39,184327,97.0
2026-06-13 00:00:00,TPBank,Nạp Tiền,479,476,3,93077,99.4
2026-06-13 00:00:00,TPBank,Rút tiền,294,286,8,93420,97.3
2026-06-13 00:00:00,TPBank,Chuyển tiền,279,275,4,231601,98.6
2026-06-13 00:00:00,Agribank,Thanh toán,1011,910,101,136568,90.0
2026-06-13 00:00:00,Agribank,Nạp Tiền,365,326,39,67312,89.3
2026-06-13 00:00:00,Agribank,Rút tiền,246,224,22,80058,91.1
2026-06-13 00:00:00,Agribank,Chuyển tiền,199,181,18,145669,91.0
2026-06-14 00:00:00,Vietcombank,Thanh toán,5674,5425,249,809547,95.6
2026-06-14 00:00:00,Vietcombank,Nạp Tiền,1912,1848,64,418903,96.7
2026-06-14 00:00:00,Vietcombank,Rút tiền,1233,1192,41,397009,96.7
2026-06-14 00:00:00,Vietcombank,Chuyển tiền,1121,1092,29,959979,97.4
2026-06-14 00:00:00,Techcombank,Thanh toán,4019,3951,68,580268,98.3
2026-06-14 00:00:00,Techcombank,Nạp Tiền,1517,1460,57,324713,96.2
2026-06-14 00:00:00,Techcombank,Rút tiền,874,838,36,283776,95.9
2026-06-14 00:00:00,Techcombank,Chuyển tiền,839,809,30,724161,96.4
2026-06-14 00:00:00,MB Bank,Thanh toán,3777,3748,29,520427,99.2
2026-06-14 00:00:00,MB Bank,Nạp Tiền,1482,1447,35,273507,97.6
2026-06-14 00:00:00,MB Bank,Rút tiền,930,925,5,310646,99.5
2026-06-14 00:00:00,MB Bank,Chuyển tiền,862,846,16,686599,98.1
2026-06-14 00:00:00,VietinBank,Thanh toán,3441,3257,184,546799,94.7
2026-06-14 00:00:00,VietinBank,Nạp Tiền,1122,1045,77,234561,93.1
2026-06-14 00:00:00,VietinBank,Rút tiền,832,792,40,268120,95.2
2026-06-14 00:00:00,VietinBank,Chuyển tiền,731,685,46,592863,93.7
2026-06-14 00:00:00,BIDV,Thanh toán,2938,2772,166,430101,94.3
2026-06-14 00:00:00,BIDV,Nạp Tiền,1078,1031,47,231234,95.6
2026-06-14 00:00:00,BIDV,Rút tiền,749,719,30,282690,96.0
2026-06-14 00:00:00,BIDV,Chuyển tiền,653,627,26,481959,96.0
2026-06-14 00:00:00,VPBank,Thanh toán,2677,2568,109,366481,95.9
2026-06-14 00:00:00,VPBank,Nạp Tiền,977,925,52,209794,94.7
2026-06-14 00:00:00,VPBank,Rút tiền,650,630,20,230987,96.9
2026-06-14 00:00:00,VPBank,Chuyển tiền,611,579,32,533355,94.8
2026-06-14 00:00:00,ACB,Thanh toán,2393,2335,58,372463,97.6
2026-06-14 00:00:00,ACB,Nạp Tiền,831,809,22,173733,97.4
2026-06-14 00:00:00,ACB,Rút tiền,586,569,17,212331,97.1
2026-06-14 00:00:00,ACB,Chuyển tiền,533,511,22,454238,95.9
2026-06-14 00:00:00,Sacombank,Thanh toán,1560,1456,104,213153,93.3
2026-06-14 00:00:00,Sacombank,Nạp Tiền,566,528,38,113326,93.3
2026-06-14 00:00:00,Sacombank,Rút tiền,345,321,24,129671,93.0
2026-06-14 00:00:00,Sacombank,Chuyển tiền,294,271,23,226762,92.2
2026-06-14 00:00:00,TPBank,Thanh toán,1219,1211,8,166406,99.3
2026-06-14 00:00:00,TPBank,Nạp Tiền,441,432,9,86059,98.0
2026-06-14 00:00:00,TPBank,Rút tiền,283,273,10,97944,96.5
2026-06-14 00:00:00,TPBank,Chuyển tiền,284,276,8,243403,97.2
2026-06-14 00:00:00,Agribank,Thanh toán,1002,901,101,164748,89.9
2026-06-14 00:00:00,Agribank,Nạp Tiền,370,337,33,68119,91.1
2026-06-14 00:00:00,Agribank,Rút tiền,236,210,26,83411,89.0
2026-06-14 00:00:00,Agribank,Chuyển tiền,199,181,18,173947,91.0
2026-06-15 00:00:00,Vietcombank,Thanh toán,8895,8558,337,1336474,96.2
2026-06-15 00:00:00,Vietcombank,Nạp Tiền,2865,2787,78,567981,97.3
2026-06-15 00:00:00,Vietcombank,Rút tiền,1968,1897,71,627396,96.4
2026-06-15 00:00:00,Vietcombank,Chuyển tiền,1770,1723,47,1368414,97.3
2026-06-15 00:00:00,Techcombank,Thanh toán,6402,6259,143,955140,97.8
2026-06-15 00:00:00,Techcombank,Nạp Tiền,2379,2307,72,471282,97.0
2026-06-15 00:00:00,Techcombank,Rút tiền,1352,1327,25,446866,98.2
2026-06-15 00:00:00,Techcombank,Chuyển tiền,1313,1267,46,1078479,96.5
2026-06-15 00:00:00,MB Bank,Thanh toán,6208,6051,157,935294,97.5
2026-06-15 00:00:00,MB Bank,Nạp Tiền,2014,1948,66,375744,96.7
2026-06-15 00:00:00,MB Bank,Rút tiền,1309,1297,12,480371,99.1
2026-06-15 00:00:00,MB Bank,Chuyển tiền,1280,1234,46,1046702,96.4
2026-06-15 00:00:00,VietinBank,Thanh toán,4822,4487,335,774248,93.1
2026-06-15 00:00:00,VietinBank,Nạp Tiền,1794,1688,106,378994,94.1
2026-06-15 00:00:00,VietinBank,Rút tiền,1277,1197,80,469936,93.7
2026-06-15 00:00:00,VietinBank,Chuyển tiền,1022,971,51,872782,95.0
2026-06-15 00:00:00,BIDV,Thanh toán,4777,4498,279,772692,94.2
2026-06-15 00:00:00,BIDV,Nạp Tiền,1752,1678,74,382369,95.8
2026-06-15 00:00:00,BIDV,Rút tiền,1021,987,34,321925,96.7
2026-06-15 00:00:00,BIDV,Chuyển tiền,923,876,47,728477,94.9
2026-06-15 00:00:00,VPBank,Thanh toán,4394,4220,174,660198,96.0
2026-06-15 00:00:00,VPBank,Nạp Tiền,1615,1572,43,335391,97.3
2026-06-15 00:00:00,VPBank,Rút tiền,941,911,30,304871,96.8
2026-06-15 00:00:00,VPBank,Chuyển tiền,927,891,36,757345,96.1
2026-06-15 00:00:00,ACB,Thanh toán,3745,3652,93,548791,97.5
2026-06-15 00:00:00,ACB,Nạp Tiền,1397,1380,17,294061,98.8
2026-06-15 00:00:00,ACB,Rút tiền,877,852,25,297303,97.1
2026-06-15 00:00:00,ACB,Chuyển tiền,821,795,26,608639,96.8
2026-06-15 00:00:00,Sacombank,Thanh toán,2260,2084,176,365200,92.2
2026-06-15 00:00:00,Sacombank,Nạp Tiền,822,764,58,165971,92.9
2026-06-15 00:00:00,Sacombank,Rút tiền,524,485,39,199374,92.6
2026-06-15 00:00:00,Sacombank,Chuyển tiền,475,430,45,389436,90.5
2026-06-15 00:00:00,TPBank,Thanh toán,1894,1865,29,308032,98.5
2026-06-15 00:00:00,TPBank,Nạp Tiền,651,647,4,134108,99.4
2026-06-15 00:00:00,TPBank,Rút tiền,435,426,9,158166,97.9
2026-06-15 00:00:00,TPBank,Chuyển tiền,422,414,8,355207,98.1
2026-06-15 00:00:00,Agribank,Thanh toán,1510,1334,176,229699,88.3
2026-06-15 00:00:00,Agribank,Nạp Tiền,582,518,64,120456,89.0
2026-06-15 00:00:00,Agribank,Rút tiền,376,333,43,141535,88.6
2026-06-15 00:00:00,Agribank,Chuyển tiền,326,290,36,261985,89.0
2026-06-16 00:00:00,Vietcombank,Thanh toán,7172,6885,287,1081032,96.0
2026-06-16 00:00:00,Vietcombank,Nạp Tiền,2525,2431,94,485816,96.3
2026-06-16 00:00:00,Vietcombank,Rút tiền,1696,1623,73,627722,95.7
2026-06-16 00:00:00,Vietcombank,Chuyển tiền,1550,1477,73,1215499,95.3
2026-06-16 00:00:00,Techcombank,Thanh toán,4803,4721,82,659398,98.3
2026-06-16 00:00:00,Techcombank,Nạp Tiền,1729,1691,38,354832,97.8
2026-06-16 00:00:00,Techcombank,Rút tiền,1166,1140,26,418920,97.8
2026-06-16 00:00:00,Techcombank,Chuyển tiền,1122,1079,43,930592,96.2
2026-06-16 00:00:00,MB Bank,Thanh toán,5221,5112,109,858042,97.9
2026-06-16 00:00:00,MB Bank,Nạp Tiền,1918,1870,48,351446,97.5
2026-06-16 00:00:00,MB Bank,Rút tiền,1086,1081,5,355551,99.5
2026-06-16 00:00:00,MB Bank,Chuyển tiền,1119,1082,37,885527,96.7
2026-06-16 00:00:00,VietinBank,Thanh toán,3976,3746,230,619453,94.2
2026-06-16 00:00:00,VietinBank,Nạp Tiền,1436,1372,64,299577,95.5
2026-06-16 00:00:00,VietinBank,Rút tiền,1012,951,61,375366,94.0
2026-06-16 00:00:00,VietinBank,Chuyển tiền,958,885,73,840258,92.4
2026-06-16 00:00:00,BIDV,Thanh toán,3641,3295,346,522741,90.5
2026-06-16 00:00:00,BIDV,Nạp Tiền,1379,1247,132,268668,90.4
2026-06-16 00:00:00,BIDV,Rút tiền,832,764,68,312771,91.8
2026-06-16 00:00:00,BIDV,Chuyển tiền,787,718,69,613669,91.2
2026-06-16 00:00:00,ACB,Thanh toán,3077,2953,124,472371,96.0
2026-06-16 00:00:00,ACB,Nạp Tiền,1170,1138,32,212463,97.3
2026-06-16 00:00:00,ACB,Rút tiền,701,689,12,233119,98.3
2026-06-16 00:00:00,ACB,Chuyển tiền,664,641,23,525115,96.5
2026-06-16 00:00:00,VPBank,Thanh toán,2817,2730,87,462135,96.9
2026-06-16 00:00:00,VPBank,Nạp Tiền,1082,1028,54,234197,95.0
2026-06-16 00:00:00,VPBank,Rút tiền,696,670,26,267875,96.3
2026-06-16 00:00:00,VPBank,Chuyển tiền,609,577,32,470078,94.7
2026-06-16 00:00:00,Sacombank,Thanh toán,2097,1963,134,304084,93.6
2026-06-16 00:00:00,Sacombank,Nạp Tiền,793,734,59,151796,92.6
2026-06-16 00:00:00,Sacombank,Rút tiền,496,462,34,171624,93.1
2026-06-16 00:00:00,Sacombank,Chuyển tiền,447,417,30,348237,93.3
2026-06-16 00:00:00,TPBank,Thanh toán,1787,1760,27,268173,98.5
2026-06-16 00:00:00,TPBank,Nạp Tiền,688,672,16,136890,97.7
2026-06-16 00:00:00,TPBank,Rút tiền,437,428,9,161678,97.9
2026-06-16 00:00:00,TPBank,Chuyển tiền,368,361,7,286015,98.1
2026-06-16 00:00:00,Agribank,Thanh toán,1473,1322,151,208997,89.7
2026-06-16 00:00:00,Agribank,Nạp Tiền,520,463,57,99009,89.0
2026-06-16 00:00:00,Agribank,Rút tiền,340,301,39,130683,88.5
2026-06-16 00:00:00,Agribank,Chuyển tiền,315,274,41,272413,87.0
2026-06-17 00:00:00,Vietcombank,Thanh toán,6358,6092,266,899482,95.8
2026-06-17 00:00:00,Vietcombank,Nạp Tiền,2343,2244,99,512975,95.8
2026-06-17 00:00:00,Vietcombank,Rút tiền,1664,1626,38,636862,97.7
2026-06-17 00:00:00,Vietcombank,Chuyển tiền,1464,1429,35,1064348,97.6
2026-06-17 00:00:00,Techcombank,Thanh toán,5368,5240,128,742068,97.6
2026-06-17 00:00:00,Techcombank,Nạp Tiền,1848,1778,70,335768,96.2
